ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YMR008C	0.2099	3866	5004107474	2965.737	1882.621	1083.116	0	0	
YBR181C	3.871	1442	5003659364	970.772	429.575	541.196	0	0	
YGR088W	0.006621	3194	5002472409	2506.094	2800.471	-294.377	0	0	
YGL150C	0.005001	7088	5000185518	8058.117	7676.471	381.646	0	0	
YJL154C	0.02344	4570	5000674106	4515.166	5019.788	-504.622	0	0	
YMR009W	0.09827	996	5011321242	746.027	773.921	-27.893	0	0	
YJR123W	5.253	1274	5001947749	923.019	514.093	408.926	0	0	
YNL136W	0.01528	2183	5001074756	1851.217	1870.256	-19.039	0	0	
YDR240C	0.004563	2705	5001240532	2167.556	2471.662	-304.106	0	0	
YDR539W	0.04599	2994	5004416414	2202.689	2105.689	97.000	0	0	
YCR011C	0.07201	5415	5001183898	5083.214	2704.556	2378.658	0	0	
YHR114W	0.03661	3060	5001267656	2848.607	2925.275	-76.668	0	0	
YDL105W	0.008953	2285	5000490782	1751.569	1760.448	-8.879	0	0	
YDR540C	0.002486	970	5003745037	745.327	745.292	0.035	0	0	
YLR419W	0.007829	7407	5000256120	7602.115	8480.953	-878.838	0	0	
YNL233W	0.007709	4526	5000340943	4231.673	5107.280	-875.607	0	0	
YLR033W	0.02129	2931	5005965053	2217.696	2187.550	30.146	0	0	
YPL204W	0.1289	2827	5000992830	2167.349	1865.400	301.949	0	0	
YNL042W	0.005823	2433	5006587321	1724.388	1642.602	81.786	0	0	
YOR027W	0.5208	3212	5001246860	2553.727	434.092	2119.636	0	0	
YKL050C	0.002006	4849	5000513796	4424.835	5128.739	-703.904	0	0	
YDL014W	0.8949	2176	5002164665	1376.794	952.033	424.761	0	0	
YNL044W	0.2156	1162	5000367754	726.755	697.814	28.941	0	0	
YMR100W	0.0083	3223	5000385828	2797.230	3185.936	-388.706	0	0	
YKL151C	0.0885	1956	5000566206	1428.559	1625.227	-196.668	0	0	
YMR010W	0.02536	2398	5000108452	1743.776	1921.681	-177.905	0	0	
YJL155C	0.0224	2485	5000789767	1976.600	1911.250	65.350	0	0	
YOR028C	0.01087	1922	5001539233	1259.699	1150.608	109.091	0	0	
YBR182C	0.003916	2686	5002118758	1988.782	2487.239	-498.457	0	0	
YDR541C	0.003602	2123	5001521196	1477.748	1622.930	-145.182	0	0	
YOR219C	0.007385	4605	5000378039	4423.761	5226.566	-802.805	0	0	
YPL206C	0.179	1879	5001285691	1372.383	1366.814	5.569	0	0	
YKL051W	0.009134	1965	5001437510	1513.522	1495.317	18.204	0	0	
YDR542W	0.1242	787	5005456019	493.744	500.357	-6.613	0	0	
YHR115C	0.03761	2403	5001746394	1797.920	1779.989	17.930	0	0	
YLR420W	0.2825	2113	5000828226	1559.173	1272.190	286.984	0	0	
YKR019C	0.005051	3777	5000740997	2779.986	2889.644	-109.659	0	0	
YDL015C	0.2808	1854	5010026320	1306.849	1266.147	40.702	0	0	
YHR116W	0.02793	836	5000011954	624.448	581.794	42.654	0	0	
YLR421C	0.2865	824	5001436526	643.340	600.998	42.341	0	0	
YMR186W	0.5716	3967	5000646713	3113.206	-1007.164	4120.370	0	0	
YJL051W	0.00372	4597	5001223494	3850.605	4970.417	-1119.812	0	0	
YNL234W	0.01425	2523	5002987992	1854.227	1904.954	-50.727	0	0	
YKR020W	0.008156	1012	5001104531	678.694	680.679	-1.985	0	0	
YDR057W	0.02307	3064	5002264748	2392.695	2426.954	-34.259	0	0	
YMR101C	0.007142	1941	5004171075	1461.806	1599.207	-137.401	0	0	
YFR016C	0.01865	6027	5001950252	6171.997	6742.264	-570.268	0	0	
YNL137C	0.05542	2897	5000879658	2143.692	2355.459	-211.766	0	0	
YOR220W	0.08136	1641	5002509621	1112.882	1146.781	-33.899	0	0	
YKL052C	0.01167	1576	5000852092	1237.674	1238.753	-1.080	0	0	
YPL012W	0.11	6559	5000284867	6070.268	981.023	5089.245	0	0	
YBR183W	0.02468	1984	5001564443	1347.363	1261.773	85.591	0	0	
YKL152C	4.328	1499	5003638008	1017.710	357.522	660.188	0	0	
YJR124C	0.03694	2822	5003274622	1958.612	2280.820	-322.208	0	0	
YPL013C	0.2261	819	5002950226	497.201	508.949	-11.748	0	0	
YFR017C	0.01017	1136	5000735594	816.711	759.785	56.926	0	0	
YLR129W	0.06365	4702	5000186448	4505.729	3180.979	1324.751	0	0	
YDL195W	0.22	6722	5000008681	6161.767	-3755.474	9917.241	0	0	
YDL106C	0.01195	3095	5001713350	2484.097	2460.662	23.435	0	0	
YGL251C	0.003165	5891	5000507766	6063.612	7711.749	-1648.137	0	0	
YDR242W	0.003391	3329	5004270489	2424.635	2997.181	-572.546	0	0	
YDR058C	0.02223	1697	5002531628	1392.162	1416.915	-24.753	0	0	
YPL109C	0.004098	4009	5003165553	2987.889	3254.054	-266.165	0	0	
YKL154W	0.06349	1478	5000116970	1020.420	1109.814	-89.393	0	0	
YGR279C	1.345	2344	5001447054	1622.195	553.426	1068.769	0	0	
YDR059C	0.04845	933	5007889990	608.742	586.146	22.596	0	0	
YOR317W	0.1307	3561	5001459399	3139.362	2472.447	666.914	0	0	
YHR204W	0.004752	4281	5000074544	3686.132	4404.655	-718.524	0	0	
YCR012W	13.21	2199	5000745970	1721.672	133.157	1588.515	0	0	
YOL095C	0.006011	4066	5000233007	3266.321	4201.226	-934.906	0	0	
YOR221C	0.04428	2186	5000761411	1545.355	1501.518	43.838	0	0	
YOR319W	0.01992	1202	5001657503	892.644	912.255	-19.611	0	0	
YDR436W	0.002696	4478	5002098858	3227.212	4011.836	-784.624	0	0	
YJL052W	0.6269	2038	5000066620	1402.454	1269.181	133.273	0	0	
YMR187C	0.01263	2511	5003073830	1885.873	2191.251	-305.378	0	0	
YDL107W	0.003126	1881	5000835300	1494.836	1734.623	-239.787	0	0	
YLR223C	0.02039	5081	5000539626	5364.269	4553.645	810.624	0	0	
YDR437W	0.01076	856	5013118993	576.563	614.165	-37.602	0	0	
YMR275C	0.006089	5131	5000996719	4733.343	5228.586	-495.243	0	0	
YFR018C	0.04153	2344	5000841280	1560.977	1668.828	-107.851	0	0	
YJR125C	0.09457	2263	5001278099	1758.788	1627.119	131.669	0	0	
YLR034C	0.2132	3101	5002619273	2052.154	1950.145	102.009	0	0	
YDL017W	0.01428	2851	5000383480	2223.986	2258.893	-34.907	0	0	
YGR280C	0.14	1409	5002027567	1135.769	1136.682	-0.913	0	0	
YMR188C	0.0469	1461	5000866033	997.800	1065.693	-67.893	0	0	
YOL096C	0.01423	1731	5008827223	1316.570	1439.039	-122.469	0	0	
YPL014W	0.004051	2439	5001278223	1659.833	1779.558	-119.724	0	0	
YLR130C	0.0384	2614	5002891312	1823.005	2117.644	-294.639	0	0	
YOR222W	0.0806	1816	5000702930	1300.161	1473.178	-173.017	0	0	
YDL018C	0.024	1274	5005985022	942.873	855.764	87.108	0	0	
YDL108W	0.03202	1784	5000081117	1294.502	1345.382	-50.880	0	0	
YOR030W	0.001613	3602	5000976362	2804.108	2928.332	-124.224	0	0	
YJL053W	0.06463	2186	5000976988	1632.136	1466.050	166.086	0	0	
YLR224W	0.01064	2145	5001708790	1595.800	1429.211	166.590	0	0	
YDR141C	0.01182	8486	5000835355	9570.545	9550.111	20.435	0	0	
YOR223W	0.01862	1758	5005269376	1241.399	1195.039	46.360	0	0	
YDR438W	0.0007461	2417	5000025683	1592.707	1822.580	-229.873	0	0	
YHR117W	0.03517	3334	5003686287	2878.952	3178.954	-300.002	0	0	
YDL197C	0.02257	3236	5000395042	2346.844	2787.913	-441.068	0	0	
YMR011W	0.4235	3111	5000549928	2355.721	876.575	1479.146	0	0	
YBR184W	0.002152	3077	5001170163	2339.941	2544.357	-204.416	0	0	
YNL045W	0.07314	3957	5004351523	3077.481	2692.436	385.045	0	0	
YOR224C	0.3681	921	5017540256	601.062	598.343	2.718	0	0	
YPL015C	0.01197	2039	5003840224	1521.443	1783.992	-262.549	0	0	
YMR276W	0.3418	2179	5002133745	1600.948	1386.528	214.421	0	0	
YNL138W	0.2583	3012	5001992176	2303.648	1284.762	1018.887	0	0	
YOR320C	0.03839	2807	5002162674	2160.386	2264.997	-104.610	0	0	
YOR226C	0.1684	969	5003439183	646.402	607.344	39.057	0	0	
YNL046W	0.04512	1135	5000438015	715.815	708.741	7.074	0	0	
YER091C	0.3008	4078	5001627670	3468.198	1439.379	2028.819	0	0	
YDR243C	0.01411	3275	5001724369	2652.247	2704.115	-51.868	0	0	
YER092W	0.04091	718	5008521596	512.085	533.861	-21.775	0	0	
YBL101C	0.02321	5910	5000101714	5598.704	4819.436	779.268	0	0	
YBR185C	0.04348	1707	5000391549	1186.899	1084.957	101.943	0	0	
YLR225C	0.06139	2198	5001449340	1760.668	1873.603	-112.936	0	0	
YOR032C	0.0008429	2379	5004481412	1909.953	2205.446	-295.493	0	0	
YDR142C	0.003311	2166	5001894165	1619.230	1647.652	-28.422	0	0	
YDL198C	0.2025	1912	5000610260	1272.413	889.037	383.376	0	0	
YDR439W	0.003675	2163	5001257180	1490.845	1687.165	-196.320	0	0	
YOL097C	0.5137	2354	5001051231	1852.975	1011.880	841.095	0	0	
YBL102W	0.0795	1402	5000060511	900.437	871.626	28.811	0	0	
YKL155C	0.005126	3669	5000574166	2846.436	3053.779	-207.342	0	0	
YCR014C	0.007804	3418	5000647270	2612.129	2943.239	-331.110	0	0	
YLL005C	0.001555	4580	5000949230	4141.650	5357.991	-1216.340	0	0	
YKL156W	1.632	539	5010186034	335.054	331.559	3.494	0	0	
YAL002W	0.003231	6593	5002231486	6616.507	7253.020	-636.513	0	0	
YJL156C	0.01034	4196	5000737353	3139.327	3677.922	-538.595	0	0	
YJL054W	0.02311	2870	5000592518	2099.817	2151.685	-51.868	0	0	
YHR118C	0.006108	2489	5003538236	1891.183	2034.109	-142.926	0	0	
YGR089W	0.005804	4626	5000268231	4531.299	5544.936	-1013.638	0	0	
YLR226W	0.01859	2058	5000264232	1704.992	1710.118	-5.126	0	0	
YOR124C	0.03545	6426	5000040962	6505.262	5373.332	1131.930	0	0	
YAL003W	4.073	1107	5002275330	844.648	469.275	375.373	0	0	
YPR115W	0.02487	5710	5000324307	5319.002	5240.548	78.453	0	0	
YJL055W	0.413	1423	5001688692	1023.146	926.151	96.996	0	0	
YCR015C	0.01043	1685	5000463688	1348.044	1442.854	-94.810	0	0	
YMR102C	0.01693	4351	5000155524	3944.150	4010.599	-66.449	0	0	
YGL252C	0.06987	3593	5005457277	2667.325	2754.014	-86.689	0	0	
YOR125C	0.02877	1493	5008226743	981.660	913.067	68.593	0	0	
YKL054C	0.4985	3632	5001314208	3305.557	-679.785	3985.342	0	0	
YHR205W	0.03339	3991	5000474692	3817.823	3947.598	-129.776	0	0	
YDR334W	0.01683	7365	5000400018	8137.857	5890.113	2247.743	0	0	
YCR016W	0.05855	1545	5000173267	1223.479	1124.208	99.271	0	0	
YLL006W	0.007512	2419	5002811049	1869.659	1996.089	-126.430	0	0	
YER008C	0.02883	6582	5000032000	6984.345	6282.518	701.827	0	0	
YOR126C	0.04236	1308	5000648190	995.777	1115.365	-119.588	0	0	
YLR035C	0.002808	4294	5000016460	3194.812	3982.254	-787.442	0	0	
YER009W	0.4998	752	5003250696	513.284	554.851	-41.566	0	0	
YBL103C	0.005756	2865	5001954476	2152.815	2488.852	-336.037	0	0	
YPR116W	0.003458	1711	5002914545	1171.642	1224.170	-52.527	0	0	
YDL109C	0.007617	3775	5001783599	2952.357	2944.364	7.992	0	0	
YDR244W	0.007711	3372	5001192599	2739.934	3411.806	-671.872	0	0	
YKL055C	0.003761	1700	5000576281	1176.274	1281.613	-105.339	0	0	
YKR021W	0.01238	4760	5000487751	4374.026	4619.840	-245.814	0	0	
YDL110C	0.04932	857	5009058327	617.646	647.668	-30.023	0	0	
YLR036C	0.01192	1213	5000349093	845.713	932.102	-86.389	0	0	
YPL207W	0.1421	4604	5000073234	3712.976	2938.266	774.710	0	0	
YER010C	0.03164	1404	5003633730	986.068	1017.770	-31.702	0	0	
YKL056C	4.483	802	5016013271	683.255	529.332	153.923	0	0	
YLR037C	0.1376	833	5007012589	509.844	507.338	2.506	0	0	
YLR038C	0.205	377	5012576785	338.189	340.910	-2.720	0	0	
YLR227C	0.003183	2614	5001559614	2156.912	2527.982	-371.070	0	0	
YBR186W	0.001012	3473	5000588500	2505.210	2822.142	-316.932	0	0	
YNL236W	0.01903	4858	5001772666	4668.523	5961.435	-1292.912	0	0	
YJR126C	0.0295	4124	5002486499	3792.979	3654.512	138.467	0	0	
YNL047C	0.01527	3860	5000655197	3009.663	3504.634	-494.971	0	0	
YDR440W	0.004163	3528	5002585206	2614.245	2873.771	-259.525	0	0	
YDL111C	0.1055	1687	5003221845	1113.705	1081.226	32.479	0	0	
YKR022C	0.005333	1745	5002337814	1384.496	1388.406	-3.911	0	0	
YDR143C	0.02104	3534	5000683944	2779.181	2630.627	148.554	0	0	
YIL075C	0.1627	4912	5000228696	4426.208	3080.924	1345.284	0	0	
YDR441C	0.03962	1097	5000682363	748.797	815.393	-66.596	0	0	
YBR187W	0.115	1661	5003175856	1174.701	1331.954	-157.252	0	0	
YGL062W	0.06784	6474	5000442579	5819.987	4063.618	1756.369	0	0	
YER011W	1.17	1689	5001488613	1056.746	765.501	291.245	0	0	
YBR188C	0.03553	752	5002867795	575.549	598.237	-22.687	0	0	
YOR033C	0.009159	3622	5000321200	3239.590	3402.596	-163.006	0	0	
YMR277W	0.01793	4299	5002423685	3350.666	3643.635	-292.969	0	0	
YOR321W	0.03245	3871	5000451353	3492.132	3405.802	86.329	0	0	
YDR245W	0.1823	2152	5000103265	1686.500	1673.748	12.752	0	0	
YDR246W	0.06806	1220	5002001564	920.472	972.525	-52.053	0	0	
YER012W	0.3635	1266	5002492430	820.863	762.310	58.553	0	0	
YIL076W	0.2684	1661	5001747479	1252.399	1289.628	-37.229	0	0	
YLR131C	0.005079	4559	5000528240	3597.604	3860.656	-263.052	0	0	
YBR189W	1.663	1328	5003193065	806.148	644.690	161.458	0	0	
YDL199C	0.002413	4262	5002856820	3168.033	3525.785	-357.751	0	0	
YPR010C	0.2858	6092	5003579407	5795.021	-3205.291	9000.312	0	0	
YBR081C	0.006609	6193	5004281647	6923.606	8633.250	-1709.644	0	0	
YNL237W	0.005811	2734	5001170174	2041.265	2022.272	18.993	0	0	
YBR191W	13.61	974	5001617216	652.283	345.225	307.057	0	0	
YGL063W	0.001778	2362	5001487680	1600.614	1655.527	-54.913	0	0	
YBR082C	1.265	892	5000128832	608.546	524.630	83.915	0	0	
YDL200C	0.04649	1114	5001579195	787.050	820.536	-33.486	0	0	
YLR132C	0.01932	1674	5005143204	1238.362	1286.657	-48.295	0	0	
YIL077C	0.007108	1883	5014060378	1364.035	1322.797	41.237	0	0	
YLR320W	0.003099	7310	5001290927	7728.802	9742.517	-2013.715	0	0	
YHR206W	0.03891	3558	5005814136	2807.434	3337.775	-530.341	0	0	
YGL253W	2.11	2675	5000014998	2049.998	-272.444	2322.443	0	0	
YMR104C	0.001569	3986	5000260567	3120.334	3273.772	-153.438	0	0	
YKR023W	0.0092	3047	5001065271	2348.660	2922.868	-574.208	0	0	
YNL048W	0.08853	2895	5000166107	2411.074	2257.999	153.075	0	0	
YPL208W	0.02263	3427	5001932418	2585.995	3204.464	-618.469	0	0	
YDL201W	0.1103	1615	5001141868	1207.495	1124.371	83.124	0	0	
YDR247W	0.004206	2486	5002216108	2032.174	1965.160	67.014	0	0	
YPR011C	0.0114	2127	5003746602	1402.747	1465.984	-63.237	0	0	
YDR060W	0.07877	4940	5000437408	4964.690	4107.630	857.060	0	0	
YGL254W	0.006177	1611	5002992821	1265.936	1399.728	-133.792	0	0	
YDR248C	0.04468	1124	5009427242	800.701	786.088	14.613	0	0	
YBR192W	0.02115	2130	5000089490	1631.343	1868.830	-237.487	0	0	
YLL007C	0.009519	4066	5003720443	3035.521	2946.787	88.734	0	0	
YDL202W	0.03551	1476	5012942117	1051.734	1011.905	39.829	0	0	
YOL004W	0.04458	7552	5000043724	8280.025	3058.273	5221.752	0	0	
YOL005C	0.1619	760	5005978508	491.096	524.570	-33.474	0	0	
YLR321C	0.03074	2427	5000388577	1844.709	1862.764	-18.055	0	0	
YBR193C	0.01092	1401	5007343102	936.426	1021.424	-84.998	0	0	
YDR144C	0.08669	3476	5000266291	2666.099	2241.988	424.111	0	0	
YJL056C	0.002041	4630	5002791718	4202.508	4996.450	-793.942	0	0	
YPR013C	0.006808	1973	5000225206	1363.819	1348.368	15.451	0	0	
YBR194W	0.02289	822	5014408950	506.465	499.172	7.293	0	0	
YPL209C	0.005187	2096	5006428150	1566.642	1937.959	-371.318	0	0	
YMR278W	0.04071	3540	5000890982	2776.454	2934.138	-157.684	0	0	
YBR083W	0.08904	2699	5001436689	2131.611	2288.480	-156.869	0	0	
YLR323C	0.01538	1325	5002878438	1092.983	1109.093	-16.110	0	0	
YGL151W	0.01715	6747	5000262502	5746.542	4655.354	1091.188	0	0	
YPR015C	0.008366	1429	5000524587	1045.084	1146.957	-101.873	0	0	
YGL255W	0.1038	2322	5001230538	1611.572	1566.752	44.820	0	0	
YHR207C	0.03935	2960	5001497568	2328.276	2530.224	-201.947	0	0	
YDR249C	0.00774	2240	5002193458	1632.015	1583.961	48.054	0	0	
YBR084CA	1.476	1293	5002034391	782.719	626.032	156.688	0	0	
YAL005C	1.19	3783	5001883143	2774.401	-1429.718	4204.119	0	0	
YGL153W	0.03564	1773	5003879797	1451.443	1430.808	20.636	0	0	
YLR133W	0.03915	3342	5001524436	2606.541	2615.149	-8.608	0	0	
YGL064C	0.004933	3482	5002765247	2517.607	2890.577	-372.970	0	0	
YOR034C	0.01726	3854	5001642145	3447.779	4050.644	-602.864	0	0	
YPR016C	0.3342	1622	5000587539	1033.583	815.616	217.967	0	0	
YMR105C	0.00929	3354	5001839647	2523.595	2749.964	-226.369	0	0	
YAL007C	0.09272	1201	5000104706	901.476	845.554	55.922	0	0	
YPR017C	0.01485	769	5011680594	590.885	566.433	24.452	0	0	
YBR195C	0.01258	2406	5000328827	1819.328	1935.435	-116.106	0	0	
YDR061W	0.03736	3142	5003542246	2407.586	2113.673	293.913	0	0	
YPL110C	0.01402	6240	5001256156	6303.557	6855.070	-551.513	0	0	
YGL154C	0.01531	1557	5002954331	1145.686	1318.471	-172.785	0	0	
YAL008W	0.07363	1261	5002156492	823.966	894.377	-70.411	0	0	
YLR228C	0.007353	4897	5003215873	3871.244	3609.884	261.360	0	0	
YDR145W	0.04654	3018	5000230953	2402.475	2095.659	306.815	0	0	
YOL098C	0.0501	5197	5000772988	5025.487	5150.914	-125.427	0	0	
YLR229C	0.3979	1223	5001825701	796.959	843.555	-46.596	0	0	
YOR322C	0.01888	4322	5001209838	3895.324	4588.888	-693.565	0	0	
YAL009W	0.02451	1577	5003530299	1093.656	1180.217	-86.561	0	0	
YHR119W	0.01065	5491	5000490028	5430.640	5089.588	341.052	0	0	
YDL203C	0.007644	3591	5002743449	2838.992	3484.420	-645.428	0	0	
YMR279C	0.001757	3156	5002817589	2407.176	2491.477	-84.301	0	0	
YLR324W	0.0183	3146	5000875796	2328.085	1989.632	338.453	0	0	
YHR208W	0.5354	2408	5003472256	1677.195	1055.871	621.324	0	0	
YLR325C	1.448	535	5049486719	318.051	304.216	13.835	0	0	
YPL111W	0.3366	1935	5005029472	1407.744	1337.600	70.143	0	0	
YGL257C	0.008093	3136	5003220724	2495.327	2535.689	-40.362	0	0	
YGL155W	0.0197	2245	5005885367	1629.966	1512.782	117.184	0	0	
YLR326W	0.03173	1484	5001401893	1006.265	1055.567	-49.302	0	0	
YGL065C	0.02227	2936	5000468143	2219.410	2150.183	69.227	0	0	
YLR327C	0.01933	469	5006771905	351.011	355.039	-4.028	0	0	
YGL258W	0.002071	1256	5001309003	855.643	926.628	-70.985	0	0	
YHR209W	0.009456	1622	5005278835	1225.479	1305.748	-80.269	0	0	
YKR024C	0.02658	4402	5004740269	3404.678	3285.266	119.411	0	0	
YJL157C	0.1406	4671	5007987953	3832.686	2072.729	1759.957	0	0	
YGL259W	0.002471	1018	5002851477	684.661	686.152	-1.492	0	0	
YGL260W	0.01483	476	5004028883	309.520	318.114	-8.595	0	0	
YKL057C	0.014	5065	5000442829	5116.802	5297.371	-180.569	0	0	
YJL057C	0.01102	3878	5000241147	3025.233	3524.592	-499.358	0	0	
YMR189W	0.08335	5558	5001944041	4966.648	4332.678	633.970	0	0	
YNL327W	0.4151	5815	5000451711	4827.204	-4952.055	9779.259	0	0	
YGL261C	0.1771	805	5004127842	494.219	445.540	48.678	0	0	
YKL157W	0.2327	4786	5000370374	4310.261	1337.270	2972.992	0	0	
YKL058W	0.112	743	5009222285	500.748	483.177	17.571	0	0	
YOR127W	0.006863	5948	5000052953	4908.246	6236.191	-1327.945	0	0	
YNL328C	0.002154	941	5009021372	602.330	613.357	-11.027	0	0	
YDL204W	0.002614	2426	5000610019	1694.860	1860.584	-165.724	0	0	
YER190W	0.01484	8757	5000055052	9444.647	10157.962	-713.315	0	0	
YGL262W	0.003879	979	5006961037	723.154	795.625	-72.472	0	0	
YPL210C	0.07034	3859	5001173846	2916.977	2694.632	222.345	0	0	
YLR231C	0.05662	2760	5000251449	1981.134	1596.570	384.564	0	0	
YKL159C	0.0411	1129	5003376855	882.962	1000.551	-117.589	0	0	
YKR025W	0.1121	1574	5001043393	1192.736	1311.026	-118.291	0	0	
YPL112C	0.04331	2402	5001230652	1708.394	2146.626	-438.233	0	0	
YPR018W	0.01164	3375	5000794966	2718.007	2890.514	-172.507	0	0	
YOL006C	0.01734	4395	5000315205	3553.645	3855.305	-301.660	0	0	
YKL160W	0.3455	837	5001776060	597.107	561.607	35.500	0	0	
YNL238W	0.0539	4809	5000492149	3786.337	3134.240	652.097	0	0	
YHR210C	0.004123	2013	5002844851	1465.736	1738.211	-272.476	0	0	
YDL019C	0.03319	6293	5001959530	6603.817	5652.165	951.652	0	0	
YPL211W	0.2144	1148	5005482572	750.173	719.740	30.433	0	0	
YJL158C	3.736	1349	5001797819	935.756	495.171	440.585	0	0	
YAL010C	0.008606	2931	5000148165	2199.614	2509.048	-309.434	0	0	
YMR106C	0.00341	3585	5000817962	2856.307	3623.302	-766.995	0	0	
YIL173W	0.00247	8044	5000229153	8389.024	8568.092	-179.067	0	0	
YBL104C	0.01457	6052	5000268428	5133.815	5599.700	-465.885	0	0	
YPL016W	0.00334	6647	5001872944	6859.885	7031.258	-171.373	0	0	
YMR107W	0.007478	612	5004414745	475.074	480.317	-5.243	0	0	
YOR227W	0.007413	6509	5000647956	6495.589	7088.679	-593.091	0	0	
YLR039C	0.0118	5942	5004369991	5249.406	5914.209	-664.803	0	0	
YLR328W	0.02836	2533	5001327812	1748.735	1671.127	77.607	0	0	
YLR134W	0.1692	3501	5002461118	2487.257	1884.855	602.402	0	0	
YIL176C	0.04983	779	5013558826	492.530	511.187	-18.657	0	0	
YNL049C	0.01937	4631	5001107802	4181.746	5254.383	-1072.637	0	0	
YOR323C	0.3251	2701	5008267898	1953.995	1391.958	562.036	0	0	
YDL205C	0.0106	2003	5000066683	1401.417	1347.295	54.122	0	0	
YKR026C	0.1277	1847	5003176610	1296.510	1352.783	-56.273	0	0	
YML045W	0.1172	8818	5000227454	9282.974	-10485.826	19768.800	0	0	
YGL263W	0.003323	2116	5002544902	1647.141	1807.387	-160.246	0	0	
YLR040C	0.05902	1352	5000299992	932.851	985.917	-53.065	0	0	
YIR001C	0.01771	1342	5001975409	1053.071	1005.607	47.464	0	0	
YHR023W	0.002712	9057	5000963701	11474.900	17870.230	-6395.329	0	0	
YNL050C	0.0387	1424	5003623188	1144.362	1167.373	-23.011	0	0	
YKL059C	0.07016	2469	5001698179	1939.394	1780.254	159.140	0	0	
YOL007C	0.06092	1994	5003750549	1460.608	1605.911	-145.304	0	0	
YPL113C	0.008113	2282	5001280696	1706.144	1837.880	-131.736	0	0	
YLR329W	0.006033	1585	5000033500	1126.228	1086.109	40.118	0	0	
YLR042C	0.0417	1039	5006674923	665.513	702.061	-36.548	0	0	
YLR043C	0.4727	613	5003928264	420.507	415.774	4.732	0	0	
YGR001C	0.06214	1328	5007396634	1044.544	1111.541	-66.997	0	0	
YLL008W	0.1117	4430	5000009310	3444.531	2523.837	920.694	0	0	
YLL009C	0.2096	303	5006929801	281.315	271.659	9.656	0	0	
YFL001W	0.02648	2591	5001716444	1927.869	1878.035	49.834	0	0	
YOR228C	0.03152	1929	5002530988	1284.295	1311.586	-27.291	0	0	
YDR062W	0.2424	3500	5000043931	2483.229	1410.722	1072.507	0	0	
YOL008W	0.01621	1264	5001590748	862.616	968.746	-106.130	0	0	
YOR035C	0.005162	3959	5001035519	3738.066	4874.449	-1136.383	0	0	
YBR275C	0.006173	9593	5000835039	11518.611	14932.903	-3414.292	0	0	
YKL161C	0.002625	2536	5000747171	1890.264	2217.500	-327.235	0	0	
YDR063W	0.1252	886	5000206605	615.126	612.483	2.643	0	0	
YCR017C	0.09099	5479	5001252169	4504.486	3388.091	1116.395	0	0	
YBR196C	1.608	3134	5002710202	2356.935	-783.205	3140.140	0	0	
YDR146C	0.03018	4103	5000178471	3251.924	3080.806	171.118	0	0	
YDR064W	1.145	1023	5007325798	619.452	533.046	86.406	0	0	
YJL058C	0.008431	3270	5000571542	2413.687	2908.415	-494.729	0	0	
YIL078W	1.086	4015	5000366728	3208.077	-2695.157	5903.234	0	0	
YOL009C	0.02488	1645	5000269558	1156.040	1092.915	63.125	0	0	
YDL020C	0.01199	2917	5001538601	2351.625	2215.279	136.346	0	0	
YBR197C	0.006136	1310	5006921297	909.018	890.434	18.583	0	0	
YCR018C	0.01529	1228	5000078571	926.357	919.544	6.813	0	0	
YNL239W	0.2025	2708	5000243790	1977.764	1736.103	241.662	0	0	
YJL159W	1.097	2424	5002121562	1632.660	703.744	928.916	0	0	
YNL051W	0.01285	2364	5001965135	1750.883	1869.401	-118.517	0	0	
YGL066W	0.008658	3902	5000093883	3008.686	3177.947	-169.261	0	0	
YOR036W	0.02106	1713	5002198187	1224.944	1354.738	-129.794	0	0	
YPL212C	0.1162	2984	5002570376	2371.411	2286.070	85.341	0	0	
YDR251W	0.0571	4804	5000364644	3910.005	3018.509	891.497	0	0	
YNL052W	0.2483	955	5001072561	628.850	661.508	-32.658	0	0	
YDR252W	0.004755	832	5001837982	617.668	646.055	-28.387	0	0	
YLL010C	0.01773	2502	5003474596	1867.579	2067.394	-199.815	0	0	
YPL017C	0.002967	3086	5001433048	2229.604	2745.138	-515.535	0	0	
YOR128C	0.0782	3556	5002439757	2546.463	2559.335	-12.872	0	0	
YDL021W	0.004696	1750	5002604710	1325.625	1522.707	-197.083	0	0	
YKL162C	0.003769	2331	5001141777	1747.915	1796.790	-48.875	0	0	
YKL060C	21.12	1807	5008234664	1481.032	148.549	1332.483	0	0	
